duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,same_srv_rate,label
89,udp,ftp,SF,5621,7611,1,0,3,3,1,1,84,75,0.77,0.05,0.31,140,11,0.39,normal
879,udp,ftp,REJ,9521,8116,1,3,0,0,5,1,95,85,0.61,0.41,0.69,111,223,0.21,teardrop
221,icmp,ftp,REJ,7433,6520,0,1,1,5,1,0,46,89,0.06,0.07,0.06,26,59,0.49,portsweep
737,udp,ftp,REJ,9543,679,0,2,2,2,1,0,30,12,0.47,0.89,0.27,13,116,0.48,neptune
835,udp,telnet,S0,5520,2499,0,2,3,2,3,0,67,90,1.0,0.9,0.18,18,58,0.4,satan
307,tcp,http,SF,2217,4792,1,3,1,3,5,1,37,81,0.88,0.12,0.42,229,49,0.37,neptune
655,udp,telnet,REJ,898,8442,1,3,1,2,5,0,57,92,0.11,0.25,0.03,126,3,0.44,guess_passwd
925,udp,ftp,SF,6724,7444,1,0,0,1,4,0,15,14,0.87,0.93,0.3,26,1,0.01,smurf
271,udp,http,S0,7964,8193,0,0,1,2,3,0,60,60,0.62,0.22,0.57,31,153,0.1,portsweep
442,udp,telnet,S0,6508,4030,0,2,3,2,3,1,6,19,0.96,0.42,0.89,73,43,0.8,normal
928,udp,http,RSTR,6466,5661,0,0,2,2,0,1,78,89,0.54,0.25,0.85,6,161,0.28,portsweep
644,icmp,telnet,S0,9982,1705,0,3,1,3,2,0,32,33,0.77,0.51,0.24,130,101,0.16,neptune
371,udp,dns,SF,8513,4782,1,1,3,5,5,0,85,80,0.03,0.69,0.67,35,205,0.79,smurf
777,icmp,ftp,S0,5846,5650,1,3,0,4,0,1,10,20,0.73,0.76,0.94,118,175,0.56,nmap
401,udp,http,REJ,4460,9020,1,2,3,5,4,0,40,11,0.09,0.01,0.54,249,45,0.85,warezclient
900,icmp,telnet,REJ,6065,31,0,1,1,1,1,1,2,55,0.05,0.38,0.42,223,242,0.82,portsweep
254,udp,http,RSTR,2910,3516,0,1,3,5,5,0,97,96,0.77,0.75,0.23,213,127,0.16,warezclient
401,udp,ftp,RSTR,9753,9546,0,1,3,0,5,0,69,43,0.96,0.68,0.33,28,217,0.26,neptune
360,tcp,http,RSTR,3447,2207,1,2,3,1,3,1,68,35,0.15,0.14,0.27,224,134,0.16,portsweep
742,tcp,ftp,SF,3723,681,0,3,3,4,3,0,92,98,0.52,0.74,0.88,61,166,0.18,smurf
629,icmp,ftp,S0,2438,7056,1,0,0,4,1,0,9,45,0.54,0.53,0.12,117,247,0.21,buffer_overflow
429,icmp,dns,REJ,8910,5938,0,0,3,3,5,1,33,32,0.28,0.78,0.57,23,77,0.22,teardrop
466,icmp,dns,REJ,2754,8338,1,1,1,4,1,1,10,64,0.95,0.11,0.9,103,2,0.14,teardrop
138,tcp,http,S0,9117,2820,0,2,0,3,5,1,10,47,0.94,0.04,0.83,181,45,0.98,buffer_overflow
857,icmp,http,REJ,5537,4566,1,2,0,4,5,0,25,95,0.25,0.38,0.61,54,71,0.5,nmap
118,icmp,ftp,SF,1740,7570,0,2,1,2,5,0,82,90,0.71,0.99,0.42,76,92,0.55,satan
626,tcp,telnet,S0,2052,7682,0,1,0,1,1,1,93,12,0.53,0.93,0.07,175,102,0.67,buffer_overflow
505,udp,http,S0,4721,4705,0,3,2,0,5,1,63,44,0.68,0.77,0.42,12,46,0.5,warezclient
45,icmp,dns,REJ,8614,3766,0,2,1,2,0,0,31,38,0.26,0.93,0.81,238,89,0.28,portsweep
325,tcp,http,REJ,7165,8482,1,0,2,2,0,0,81,30,0.06,0.38,0.79,188,9,0.37,neptune
480,tcp,dns,SF,158,9117,1,2,3,3,4,0,14,20,0.75,0.28,0.72,138,2,0.29,normal
904,udp,http,RSTR,8318,3452,0,2,0,2,3,0,28,90,0.59,0.47,0.26,138,248,0.69,portsweep
634,icmp,telnet,S0,2034,8303,1,0,3,0,4,1,83,65,0.47,0.35,0.24,238,18,0.1,buffer_overflow
896,icmp,ftp,S0,4087,3132,0,2,1,2,2,0,38,94,0.54,0.49,0.69,32,213,0.15,teardrop
664,udp,dns,SF,6651,529,1,0,1,5,5,0,23,80,0.39,0.05,0.63,189,50,0.29,buffer_overflow
185,tcp,http,RSTR,8178,5264,1,3,0,5,2,0,91,87,0.1,0.24,0.93,98,4,0.48,satan
59,udp,dns,SF,1699,1398,0,1,3,0,5,0,11,37,0.32,0.14,0.16,18,103,0.62,normal
952,icmp,http,S0,4984,7563,0,3,0,3,0,1,9,97,0.91,0.51,0.92,87,120,0.56,portsweep
452,udp,dns,S0,2139,8444,0,3,1,3,3,1,52,36,0.84,0.46,0.15,64,184,0.65,nmap
164,udp,http,S0,1925,2941,1,0,1,1,5,0,58,4,0.89,0.2,0.85,95,206,0.37,warezclient
991,udp,http,S0,2453,6549,0,2,2,5,2,1,1,8,0.63,0.24,0.22,51,110,0.99,portsweep
911,tcp,http,RSTR,6341,6769,0,3,3,4,3,1,56,46,0.48,0.03,0.28,49,131,0.64,teardrop
608,tcp,dns,SF,5547,8916,1,2,0,3,2,0,74,4,0.45,0.3,0.98,56,21,0.58,teardrop
418,tcp,http,SF,2888,6449,0,0,2,0,4,0,0,80,0.64,0.16,0.71,210,209,0.95,nmap
296,icmp,dns,REJ,1921,2197,0,0,2,5,3,1,54,83,0.49,0.59,0.13,217,58,0.01,portsweep
775,udp,http,REJ,9391,4082,1,0,2,1,1,1,76,45,0.73,0.71,0.82,74,67,0.58,warezclient
218,udp,http,S0,5092,6109,0,1,2,5,4,1,31,96,0.15,0.37,0.81,55,226,0.45,satan
19,icmp,dns,RSTR,4448,1215,0,3,2,1,1,0,36,16,0.74,0.89,0.03,240,69,0.53,nmap
979,tcp,dns,SF,2532,1011,0,3,0,5,4,0,38,91,0.63,0.99,0.47,166,135,0.89,smurf
399,tcp,telnet,RSTR,22,9479,0,3,3,2,3,1,66,4,0.78,0.91,0.74,108,235,0.5,teardrop
962,tcp,telnet,RSTR,1092,6792,1,1,0,1,4,0,63,25,0.78,0.36,0.16,187,126,0.18,guess_passwd
772,udp,http,REJ,2677,1214,0,1,3,4,2,1,19,76,0.11,0.18,0.23,3,129,0.15,teardrop
485,udp,http,S0,7831,775,1,3,2,2,2,0,66,75,0.78,0.13,0.18,129,103,0.86,nmap
702,tcp,ftp,S0,9040,5878,1,3,2,5,1,1,32,26,0.15,0.23,0.84,47,206,0.44,teardrop
912,udp,http,RSTR,7068,157,0,1,1,2,4,1,0,89,0.16,0.79,0.68,157,161,0.34,smurf
154,tcp,telnet,SF,6767,5851,0,2,3,3,3,1,37,97,0.69,0.71,0.42,174,160,0.44,portsweep
555,udp,http,REJ,3108,8756,1,1,2,5,3,0,26,14,0.07,0.53,0.14,41,149,0.76,neptune
940,tcp,ftp,S0,3885,5101,1,3,2,2,1,0,45,77,0.93,0.15,0.56,4,30,0.92,warezclient
595,tcp,ftp,RSTR,7163,794,1,2,2,3,2,1,61,10,1.0,0.46,0.66,108,209,0.65,warezclient
583,tcp,ftp,RSTR,1681,5279,0,0,3,2,1,1,22,82,0.5,0.01,0.79,156,169,0.68,buffer_overflow
424,tcp,ftp,RSTR,9590,8415,1,1,3,5,4,1,19,49,0.17,0.19,0.12,5,1,0.72,teardrop
967,icmp,http,REJ,9132,6091,0,1,2,0,2,1,79,29,0.56,0.04,0.51,116,203,0.38,normal
109,tcp,http,SF,9604,8623,0,1,3,3,4,0,70,23,0.25,0.74,0.48,252,151,0.53,guess_passwd
800,tcp,telnet,RSTR,1854,7065,1,0,0,5,0,0,51,82,0.24,0.38,0.17,145,94,0.6,guess_passwd
340,udp,http,RSTR,7433,6308,1,1,1,1,0,1,57,15,0.57,0.88,0.45,108,234,0.68,guess_passwd
926,udp,dns,RSTR,5054,3397,0,1,1,0,2,0,17,27,0.38,0.87,0.08,158,187,0.07,buffer_overflow
61,tcp,ftp,S0,8787,3357,0,0,1,5,2,0,66,94,0.81,0.18,0.8,33,183,0.83,portsweep
938,udp,dns,RSTR,100,8091,0,2,1,5,3,1,26,43,0.36,0.93,0.58,72,76,0.17,nmap
502,tcp,ftp,REJ,4433,4473,0,0,3,2,0,0,96,13,0.41,0.47,0.18,134,161,0.94,neptune
800,udp,telnet,SF,7030,3749,0,1,1,3,0,1,78,38,0.57,0.06,0.33,79,221,0.69,buffer_overflow
856,udp,telnet,SF,2565,1833,0,2,0,2,5,1,92,44,0.55,0.07,0.19,218,89,0.64,neptune
480,icmp,http,SF,2094,2403,0,0,2,2,4,1,10,47,0.04,0.73,0.73,234,248,0.61,nmap
166,tcp,http,S0,1936,1688,0,1,0,1,1,1,14,35,0.78,0.51,0.86,51,51,0.45,neptune
197,icmp,dns,S0,2262,4921,1,3,2,4,3,1,80,6,0.03,0.35,0.56,20,76,0.07,teardrop
823,icmp,http,S0,2020,9964,0,3,0,4,0,0,48,62,0.99,0.07,0.96,214,170,0.95,portsweep
751,icmp,http,S0,2182,9280,1,1,2,1,0,0,86,8,0.63,0.24,0.27,67,214,0.14,satan
186,icmp,dns,RSTR,523,6105,0,2,1,4,4,0,30,73,0.24,0.31,0.76,18,96,0.56,guess_passwd
358,tcp,ftp,SF,4390,5767,1,1,0,5,0,1,57,77,0.08,0.82,0.7,167,17,0.8,nmap
975,icmp,telnet,REJ,916,5103,1,1,1,1,4,1,65,26,0.48,0.82,0.17,169,134,0.57,normal
851,icmp,telnet,S0,6176,2179,0,0,2,2,3,0,39,74,0.5,0.02,0.31,59,180,0.3,neptune
990,icmp,http,RSTR,6879,206,0,3,2,0,5,0,69,46,0.48,0.23,0.94,126,169,0.29,normal
788,icmp,telnet,SF,9949,1947,0,1,3,1,4,1,62,68,0.59,0.81,0.19,173,79,0.78,smurf
704,icmp,ftp,RSTR,1840,6498,1,1,0,4,0,0,29,81,0.45,0.07,0.91,215,249,0.26,warezclient
976,tcp,http,RSTR,7262,6637,0,1,3,1,1,1,1,87,0.37,0.32,0.9,24,242,0.5,nmap
215,icmp,http,S0,5775,8738,1,0,2,3,5,0,54,58,0.09,0.14,0.21,35,107,0.09,satan
987,icmp,ftp,SF,5797,766,1,2,0,0,3,0,0,92,0.84,0.03,0.67,215,249,0.94,guess_passwd
543,tcp,telnet,SF,558,8144,0,3,2,1,4,1,76,63,0.71,0.51,0.07,115,198,0.84,portsweep
968,udp,dns,RSTR,166,3351,1,0,1,0,1,1,62,48,0.21,0.1,0.54,194,70,0.45,buffer_overflow
117,icmp,ftp,S0,6649,6685,1,0,0,4,0,1,7,47,0.86,0.89,0.3,124,133,0.97,satan
3,udp,dns,S0,8924,1413,0,1,2,0,2,1,85,73,0.39,0.01,0.3,136,240,0.86,guess_passwd
215,icmp,ftp,SF,7722,680,0,2,1,5,2,0,67,59,0.86,0.04,0.58,205,124,0.67,teardrop
988,udp,ftp,S0,3574,9498,0,3,3,3,4,0,79,18,0.42,0.14,0.14,206,254,0.22,warezclient
406,icmp,dns,SF,546,46,0,2,1,3,1,0,53,49,0.98,0.41,0.89,127,133,0.49,satan
522,udp,http,REJ,5827,4714,1,0,2,5,0,0,33,64,0.67,0.16,0.71,10,246,0.7,warezclient
451,tcp,ftp,REJ,3950,8405,1,2,3,0,2,0,80,100,0.15,0.32,0.56,28,177,0.23,satan
603,tcp,http,REJ,7256,9578,1,1,1,4,5,0,84,31,0.15,0.15,0.42,163,119,0.97,portsweep
162,icmp,telnet,S0,5155,6125,0,2,2,0,2,1,55,39,0.48,0.71,0.93,46,238,0.55,buffer_overflow
144,tcp,dns,REJ,305,9248,1,1,0,3,1,1,1,80,0.87,0.69,0.14,231,205,0.42,portsweep
122,tcp,telnet,RSTR,3513,630,0,2,1,3,1,1,6,94,0.71,0.71,0.92,213,115,0.1,guess_passwd
503,udp,telnet,S0,4076,4881,1,1,0,2,3,1,13,87,0.5,0.7,0.91,60,5,0.36,satan
5,tcp,telnet,RSTR,5314,9758,1,1,2,1,0,0,58,84,0.37,0.47,0.41,176,252,0.0,portsweep
958,udp,ftp,RSTR,3201,6852,0,0,3,3,1,1,59,30,0.37,0.86,0.99,157,180,0.94,neptune
668,tcp,telnet,SF,8223,6580,0,2,0,4,2,1,68,70,0.29,1.0,0.27,59,21,0.92,smurf
545,tcp,ftp,SF,496,9641,1,2,1,4,5,0,43,68,0.45,0.07,0.39,148,241,0.88,neptune
917,udp,telnet,S0,9586,165,0,1,1,4,0,0,2,79,0.66,0.84,0.15,18,49,0.67,normal
601,icmp,telnet,SF,9427,9107,1,0,3,0,4,0,92,22,0.97,0.87,0.05,99,219,0.45,portsweep
390,tcp,dns,SF,4160,5831,0,2,2,3,0,1,18,87,0.86,0.96,0.01,230,0,0.67,neptune
918,icmp,ftp,RSTR,7916,5757,0,0,2,2,1,1,47,96,0.49,0.25,0.63,223,69,0.69,buffer_overflow
692,udp,http,REJ,8149,5336,0,1,3,0,0,0,27,75,0.84,0.8,0.05,203,103,0.26,normal
442,udp,ftp,S0,5306,6806,0,0,1,0,1,1,43,74,0.39,0.93,0.52,65,222,0.02,normal
629,tcp,http,REJ,1682,3201,0,2,2,5,0,1,65,16,0.67,0.38,0.16,136,154,0.04,guess_passwd
210,icmp,telnet,S0,6812,8596,0,1,3,1,3,0,16,62,0.73,0.46,0.76,200,248,0.36,satan
147,udp,telnet,REJ,809,5017,1,0,0,2,4,0,35,77,0.29,0.69,0.18,109,125,0.5,teardrop
216,tcp,telnet,SF,4985,9340,0,2,2,1,2,1,63,47,0.04,0.69,0.16,161,181,0.82,warezclient
655,tcp,http,S0,4316,3843,1,1,0,1,0,0,0,17,0.29,0.64,0.78,118,237,0.97,normal
697,udp,dns,SF,3126,6942,1,0,0,4,0,0,98,24,0.45,0.92,0.36,53,174,0.33,neptune
195,icmp,http,S0,9276,9913,1,0,0,5,0,1,39,66,0.29,0.0,0.04,66,1,0.16,guess_passwd
918,tcp,dns,S0,8161,537,1,3,3,3,2,0,68,75,0.21,0.19,0.25,38,251,0.05,warezclient
727,udp,http,SF,3545,7939,1,2,3,2,3,1,92,82,0.52,0.38,0.7,68,212,0.18,satan
135,tcp,telnet,REJ,1790,238,0,0,2,5,4,0,17,92,0.46,0.63,0.48,86,28,0.34,nmap
491,tcp,http,REJ,753,3119,0,3,2,5,4,1,82,14,0.26,0.83,0.92,160,116,0.62,portsweep
251,tcp,dns,RSTR,4748,3867,0,3,1,0,0,1,24,24,0.33,0.49,0.79,182,126,0.57,guess_passwd
621,tcp,dns,S0,2240,4933,0,3,0,3,4,1,98,98,0.32,0.09,0.21,40,166,0.91,neptune
418,icmp,ftp,SF,3224,3401,1,0,0,3,3,0,90,98,0.02,0.04,0.72,28,92,0.88,smurf
682,icmp,http,SF,967,6271,0,0,0,5,0,1,18,15,0.18,0.77,0.07,130,132,0.46,guess_passwd
706,tcp,ftp,SF,359,3049,0,0,0,3,5,1,55,46,0.85,0.18,0.38,223,125,0.69,normal
436,icmp,dns,S0,9452,3633,0,0,0,3,0,0,27,93,0.97,0.25,0.73,200,88,0.85,teardrop
504,tcp,dns,S0,3232,7410,0,3,3,2,2,0,57,14,0.55,0.13,0.89,146,242,0.97,portsweep
801,icmp,http,SF,8319,8783,0,3,1,4,2,1,26,42,0.63,0.54,0.62,137,81,0.15,teardrop
939,tcp,dns,RSTR,4189,5037,0,1,1,4,1,0,38,83,0.94,0.69,0.9,53,214,0.12,nmap
565,tcp,http,RSTR,6784,3356,1,1,3,4,2,1,35,50,0.46,0.37,0.16,218,8,0.72,satan
951,tcp,http,REJ,9126,9512,0,3,3,3,1,1,47,57,0.19,0.68,0.08,102,144,0.43,buffer_overflow
702,udp,http,RSTR,7861,908,0,0,3,5,0,0,60,91,0.7,0.85,0.93,213,131,0.19,warezclient
890,tcp,dns,SF,8390,9276,0,2,1,2,4,1,24,46,0.52,0.59,0.8,57,160,0.02,satan
923,udp,telnet,REJ,9775,2023,0,3,0,2,3,0,89,91,0.49,0.56,0.58,15,254,0.29,portsweep
220,udp,http,SF,3702,8691,0,0,2,4,5,0,55,22,0.7,0.86,0.91,189,252,0.3,portsweep
669,tcp,http,SF,4367,9739,0,0,2,2,1,1,7,15,0.91,0.61,0.49,182,236,0.02,teardrop
590,udp,http,SF,7770,3237,1,2,1,2,1,1,21,69,0.53,0.12,0.73,253,101,0.73,teardrop
291,udp,telnet,SF,4455,221,1,3,0,3,2,0,28,51,0.55,0.07,0.13,153,119,0.87,buffer_overflow
152,tcp,telnet,REJ,8315,9637,1,3,2,0,2,0,53,88,0.12,0.61,0.56,39,52,0.14,normal
993,tcp,dns,SF,5866,7487,0,1,3,0,4,0,28,33,0.81,0.41,0.39,197,132,0.74,teardrop
212,icmp,telnet,RSTR,4114,9967,1,2,1,0,1,0,37,6,0.57,0.96,0.11,44,12,0.19,nmap
567,udp,ftp,REJ,8647,9414,0,0,1,4,1,0,72,72,0.35,0.45,0.27,153,0,0.11,warezclient
934,udp,telnet,SF,5906,3546,1,3,2,5,0,1,74,94,0.76,0.98,0.6,81,79,0.81,buffer_overflow
701,udp,ftp,SF,8414,2649,0,0,1,2,5,0,73,34,0.47,0.72,0.04,105,189,0.9,smurf
246,icmp,telnet,S0,3461,6444,1,0,1,0,4,0,21,64,0.07,0.96,0.07,216,250,0.11,nmap
320,icmp,http,S0,4080,2531,0,2,2,5,5,0,15,54,1.0,0.91,0.96,183,42,0.41,satan
545,icmp,http,SF,2861,7777,0,0,3,1,5,0,17,77,0.3,0.01,0.79,45,136,0.01,smurf
715,icmp,dns,SF,6172,2839,1,1,0,5,3,0,75,33,0.85,0.69,0.92,61,45,0.56,normal
186,udp,ftp,S0,8590,3460,1,1,0,0,2,0,3,90,0.73,0.95,0.01,79,29,0.46,teardrop
158,udp,http,SF,6556,7501,1,3,1,2,2,1,46,21,0.19,0.98,0.59,100,188,0.95,buffer_overflow
289,udp,dns,SF,6476,8894,1,1,2,0,1,0,56,77,0.53,0.44,0.64,161,159,0.31,nmap
732,icmp,dns,RSTR,1270,4675,1,2,3,4,1,1,89,81,0.76,0.54,0.01,49,8,0.03,smurf
826,udp,ftp,SF,8513,9241,0,3,2,4,1,1,59,43,0.96,0.91,0.27,4,143,0.84,neptune
821,tcp,telnet,REJ,2961,889,0,3,1,1,4,1,42,58,0.13,0.24,0.9,12,186,0.38,warezclient
124,udp,http,REJ,9571,7774,0,1,0,5,2,0,75,79,0.2,0.51,0.55,33,148,0.37,normal
719,icmp,http,SF,6062,1776,0,3,2,3,3,0,16,41,0.62,0.04,0.14,141,170,0.14,normal
534,tcp,ftp,REJ,9841,6085,1,0,3,2,5,0,5,63,0.67,0.46,0.6,191,173,0.37,satan
18,icmp,telnet,S0,1716,2435,1,0,1,3,3,0,55,88,0.59,0.74,0.98,210,27,0.87,satan
800,udp,http,RSTR,469,8173,0,1,3,4,1,1,8,38,0.3,0.29,0.08,4,1,0.81,neptune
616,tcp,ftp,RSTR,7320,8023,1,0,2,1,1,1,35,20,0.28,0.65,0.48,72,183,0.43,satan
410,udp,ftp,RSTR,9584,653,0,1,3,0,4,1,53,92,0.18,0.42,0.68,192,225,0.65,guess_passwd
99,icmp,http,S0,5476,8813,1,0,0,3,5,1,75,40,0.02,0.08,0.97,243,197,0.27,neptune
709,tcp,ftp,S0,1083,410,0,1,3,5,5,0,16,80,0.95,0.98,0.61,204,140,0.13,guess_passwd
664,tcp,telnet,RSTR,2020,1982,0,0,1,1,4,0,61,8,0.14,0.59,0.25,188,16,0.83,guess_passwd
962,udp,http,RSTR,561,6088,0,1,0,5,3,0,63,64,0.35,0.12,0.4,176,40,0.64,normal
292,udp,http,RSTR,3689,9846,0,3,3,4,3,0,11,53,0.2,0.94,0.2,20,212,0.02,nmap
320,udp,http,RSTR,4954,6376,1,0,0,1,5,1,88,12,0.5,0.86,0.89,78,11,0.26,neptune
839,icmp,ftp,S0,7077,237,1,2,3,5,5,1,94,86,0.78,0.72,0.85,136,125,0.16,guess_passwd
159,udp,ftp,REJ,7015,10,1,1,1,2,5,1,66,70,0.9,0.3,0.98,41,239,0.7,normal
496,tcp,http,S0,9642,1559,0,1,0,4,5,1,3,1,0.51,0.07,0.52,13,135,0.03,nmap
926,icmp,ftp,SF,9573,5829,1,0,1,3,5,0,21,53,0.36,0.29,0.92,245,241,0.88,guess_passwd
243,tcp,http,REJ,2103,8498,1,2,1,3,4,1,60,13,0.84,0.66,0.22,73,228,0.31,warezclient
934,icmp,ftp,RSTR,6428,8404,1,2,2,0,3,1,2,50,0.45,0.65,0.33,74,52,0.17,portsweep
104,udp,dns,S0,7059,8731,0,0,0,5,4,0,100,66,0.04,0.69,0.29,144,229,0.7,neptune
312,tcp,dns,SF,6645,4012,0,2,3,3,2,0,98,68,0.36,0.29,0.58,182,113,0.4,warezclient
354,udp,dns,SF,6166,5301,1,2,1,5,3,0,4,78,0.33,0.4,0.47,95,141,0.87,smurf
523,tcp,http,RSTR,808,5450,1,2,2,1,1,1,73,40,0.23,0.86,0.41,239,159,0.22,warezclient
545,tcp,telnet,S0,5802,3348,1,3,0,3,0,1,71,74,0.23,0.27,0.34,159,241,0.63,neptune
369,icmp,telnet,SF,7492,5326,0,2,2,2,5,1,48,71,0.58,0.88,0.98,126,117,1.0,portsweep
980,udp,ftp,S0,7875,815,1,1,0,0,5,0,36,67,0.22,0.77,0.41,86,69,0.26,guess_passwd
410,icmp,http,RSTR,246,8586,1,1,0,0,5,0,32,27,0.96,0.75,0.92,149,134,0.85,smurf
531,udp,http,RSTR,691,5639,0,2,0,1,3,1,41,52,0.05,0.27,0.62,189,94,0.52,portsweep
115,icmp,http,RSTR,5774,5327,1,0,2,5,4,0,17,7,0.23,0.78,0.49,42,214,0.71,smurf
16,udp,dns,RSTR,8540,3012,0,2,2,3,4,1,29,45,0.39,0.97,0.07,109,120,0.94,buffer_overflow
153,tcp,http,S0,7693,3037,0,0,0,3,5,0,46,51,0.08,0.21,0.82,159,207,0.77,warezclient
739,icmp,dns,RSTR,5562,6834,1,2,1,3,5,1,43,81,0.04,0.03,0.05,252,190,0.23,portsweep
137,tcp,telnet,SF,855,3963,1,1,3,4,0,1,44,76,0.61,0.14,0.3,60,138,0.86,satan
197,udp,http,SF,6061,1472,0,3,1,0,3,0,5,88,0.13,0.01,0.78,51,169,0.41,smurf
130,icmp,dns,S0,3950,3222,0,2,3,2,2,0,67,23,0.02,0.81,0.06,55,37,0.43,neptune
445,udp,ftp,REJ,3325,6999,0,1,1,3,1,1,35,2,0.39,0.03,0.18,39,227,0.23,nmap
969,icmp,http,S0,3950,3433,0,0,3,4,1,1,29,34,0.8,0.92,0.49,179,42,0.79,nmap
166,udp,dns,RSTR,5801,2393,0,1,1,0,3,1,59,90,0.58,0.29,0.76,32,119,0.21,neptune
781,icmp,dns,SF,5075,8316,0,3,3,5,5,1,15,34,0.58,0.89,0.2,63,20,0.12,buffer_overflow
390,udp,telnet,REJ,3664,5080,0,1,3,0,4,0,3,73,0.61,0.1,0.71,152,174,0.66,portsweep
754,icmp,ftp,S0,1744,4470,0,1,0,2,4,1,71,39,0.98,0.95,0.52,5,139,0.32,smurf
288,icmp,ftp,RSTR,6970,1050,1,2,1,1,0,0,46,3,0.55,0.93,0.74,242,196,0.32,warezclient
82,udp,dns,S0,7094,6944,0,3,1,4,0,1,45,13,0.83,0.8,0.49,210,201,0.18,normal
658,tcp,http,RSTR,420,6623,0,1,1,4,5,1,75,91,0.05,0.35,0.29,224,219,0.91,teardrop
414,icmp,dns,SF,6709,1090,1,3,2,3,0,1,39,79,0.35,0.23,0.66,46,187,0.84,normal
483,udp,ftp,RSTR,6134,1618,0,2,1,4,5,0,7,10,0.59,0.06,0.67,102,146,0.99,portsweep
914,udp,dns,SF,8729,7099,0,2,0,0,3,1,95,82,0.73,0.47,0.28,244,136,0.26,buffer_overflow
512,tcp,dns,S0,9517,5246,0,0,3,1,4,1,28,58,0.1,0.54,0.11,226,176,0.3,portsweep
542,udp,telnet,RSTR,2557,1472,0,3,0,4,5,1,16,45,0.43,0.52,0.11,100,188,0.45,smurf
750,icmp,http,S0,4145,303,0,0,2,4,3,0,32,85,0.52,0.57,0.57,253,31,0.82,satan
329,tcp,http,RSTR,3953,8243,0,2,1,5,4,0,32,35,0.18,0.89,0.36,171,14,0.41,satan
867,udp,ftp,S0,8529,4368,0,3,3,2,0,0,81,98,0.01,0.59,0.08,42,210,0.42,neptune
722,icmp,telnet,S0,7147,1915,0,0,3,2,3,0,43,66,0.84,0.45,0.6,61,147,0.69,smurf
310,icmp,dns,SF,9910,4507,0,2,1,4,2,0,49,42,0.37,0.59,0.12,72,154,0.88,nmap
198,tcp,ftp,REJ,1736,8368,1,1,2,1,0,1,18,40,0.07,0.81,0.32,235,14,0.09,teardrop
764,icmp,dns,S0,3581,4791,1,2,1,4,2,1,47,74,0.74,0.28,0.33,2,96,0.65,neptune
393,udp,telnet,S0,8408,9319,0,2,1,0,1,1,39,97,0.61,0.48,0.02,119,25,0.19,neptune
345,udp,http,RSTR,5034,8777,0,0,0,3,2,1,78,80,0.84,0.63,0.68,245,246,0.38,warezclient
255,tcp,http,REJ,4087,4389,0,1,3,4,4,1,90,26,0.91,0.32,0.67,251,238,0.54,teardrop
756,icmp,dns,SF,6837,9808,0,2,0,5,1,1,19,42,0.0,0.31,0.1,75,160,0.13,buffer_overflow
887,udp,telnet,REJ,8388,290,0,1,3,1,2,0,86,54,0.81,0.57,0.18,78,44,0.16,buffer_overflow
931,udp,http,S0,9438,9044,1,0,3,3,3,0,20,8,0.44,0.15,0.13,203,25,0.1,teardrop
269,udp,telnet,S0,7912,1563,0,0,1,5,5,0,43,62,0.82,0.59,0.33,176,34,0.38,satan
135,tcp,dns,SF,8135,6857,1,1,0,2,5,1,58,69,0.13,0.83,0.53,156,51,0.68,teardrop
582,udp,http,S0,1509,4972,0,0,2,3,4,0,71,73,0.19,0.61,0.16,239,248,0.48,guess_passwd
437,icmp,dns,RSTR,8970,9089,0,0,1,5,3,0,97,25,0.49,0.64,0.86,139,226,0.21,smurf
493,udp,ftp,REJ,7856,7492,1,3,1,1,4,0,58,18,0.17,0.08,0.81,141,49,0.52,nmap
459,udp,telnet,S0,318,6202,1,2,1,2,4,0,31,19,0.22,0.4,0.84,18,104,0.95,normal
205,udp,telnet,S0,599,9649,1,1,0,3,2,0,5,92,0.16,0.5,0.57,235,145,0.64,satan
365,tcp,http,REJ,862,3537,0,1,2,4,4,0,83,99,0.53,0.56,0.9,68,218,0.27,neptune
223,tcp,ftp,S0,2145,9864,0,0,3,5,5,1,12,78,0.74,0.79,0.35,101,84,0.89,smurf
965,icmp,http,RSTR,378,2351,1,0,2,3,5,0,9,82,0.29,0.45,0.49,143,5,0.98,normal
447,tcp,http,REJ,6179,933,0,1,0,5,1,1,55,18,0.55,0.16,0.33,79,222,0.35,nmap
584,icmp,telnet,S0,6214,159,0,0,2,5,3,1,42,12,0.68,0.44,0.05,5,53,0.91,nmap
842,tcp,ftp,REJ,3705,3528,0,2,0,5,5,1,12,13,0.32,0.12,0.06,183,158,0.66,teardrop
217,tcp,telnet,REJ,7565,3291,1,3,2,1,0,1,9,33,0.41,0.74,0.17,121,117,0.82,teardrop
352,icmp,telnet,S0,8369,3778,1,1,2,2,1,1,86,54,0.73,0.09,0.79,38,37,0.11,guess_passwd
28,icmp,telnet,SF,9466,5348,0,3,1,5,5,1,11,4,0.32,0.4,0.46,55,97,0.23,neptune
152,udp,ftp,REJ,3967,6991,1,3,1,1,2,0,12,83,0.61,0.62,0.0,109,255,0.85,portsweep
432,udp,http,REJ,9761,1793,1,1,2,2,1,1,86,98,0.29,0.39,0.46,217,1,0.06,nmap
